"","Date","period","GoldPrice","Date2","OilPrice","GoldPrice_interp","OilPrice_interp"
"4492",2022-04-19,2022-04-19,1516.15,2022-04-19,102.54,1516.15,102.54
"4493",2022-04-20,2022-04-20,1494.74,2022-04-20,102.56,1494.74,102.56
"4494",2022-04-21,2022-04-21,1489.43,2022-04-21,103.89,1489.43,103.89
"4495",2022-04-22,2022-04-22,1508.74,2022-04-22,102.86,1508.74,102.86
"4496",2022-04-23,NA,NA,NA,NA,1508.20666666667,101.773333333333
"4497",2022-04-24,NA,NA,NA,NA,1507.67333333333,100.686666666667
"4498",2022-04-25,2022-04-25,1507.14,2022-04-25,99.6,1507.14,99.6
"4499",2022-04-26,2022-04-26,1497.02,2022-04-26,102.62,1497.02,102.62
"4500",2022-04-27,2022-04-27,1506.68,2022-04-27,101.96,1506.68,101.96
"4501",2022-04-28,2022-04-28,1509.35,2022-04-28,105.47,1509.35,105.47
"4502",2022-04-29,2022-04-29,1525.08,2022-04-29,104.59,1525.08,104.59
"4503",2022-04-30,NA,NA,NA,NA,1514.3675,104.786666666667
"4504",2022-05-01,NA,NA,NA,NA,1503.655,104.983333333333
"4505",2022-05-02,NA,NA,2022-05-02,105.18,1492.9425,105.18
"4506",2022-05-03,2022-05-03,1482.23,2022-05-03,102.53,1482.23,102.53
"4507",2022-05-04,2022-05-04,1493.09,2022-05-04,107.84,1493.09,107.84
"4508",2022-05-05,2022-05-05,1508.01,2022-05-05,108.17,1508.01,108.17
"4509",2022-05-06,2022-05-06,1527.98,2022-05-06,109.72,1527.98,109.72
"4510",2022-05-07,NA,NA,NA,NA,1524.92333333333,107.506666666667
"4511",2022-05-08,NA,NA,NA,NA,1521.86666666667,105.293333333333
"4512",2022-05-09,2022-05-09,1518.81,2022-05-09,103.08,1518.81,103.08
"4513",2022-05-10,2022-05-10,1510.84,2022-05-10,99.74,1510.84,99.74
"4514",2022-05-11,2022-05-11,1495.66,2022-05-11,105.5,1495.66,105.5
"4515",2022-05-12,2022-05-12,1520.21,2022-05-12,106.15,1520.21,106.15
"4516",2022-05-13,2022-05-13,1497.3,2022-05-13,110.52,1497.3,110.52
"4517",2022-05-14,NA,NA,NA,NA,1490.52,111.703333333333
"4518",2022-05-15,NA,NA,NA,NA,1483.74,112.886666666667
"4519",2022-05-16,2022-05-16,1476.96,2022-05-16,114.07,1476.96,114.07
"4520",2022-05-17,2022-05-17,1465.91,2022-05-17,112.31,1465.91,112.31
"4521",2022-05-18,2022-05-18,1467.35,2022-05-18,109.67,1467.35,109.67
"4522",2022-05-19,2022-05-19,1475.59,2022-05-19,112.21,1475.59,112.21
"4523",2022-05-20,2022-05-20,1479.99,2022-05-20,112.63,1479.99,112.63
"4524",2022-05-21,NA,NA,NA,NA,1480.45,111.86
"4525",2022-05-22,NA,NA,NA,NA,1480.91,111.09
"4526",2022-05-23,2022-05-23,1481.37,2022-05-23,110.32,1481.37,110.32
"4527",2022-05-24,2022-05-24,1487.07,2022-05-24,112.55,1487.07,112.55
"4528",2022-05-25,2022-05-25,1486.68,2022-05-25,112.88,1486.68,112.88
"4529",2022-05-26,2022-05-26,1468.19,2022-05-26,116.19,1468.19,116.19
"4530",2022-05-27,2022-05-27,1474.71,2022-05-27,114.96,1474.71,114.96
"4531",2022-05-28,NA,NA,NA,NA,1472.89666666667,114.815
"4532",2022-05-29,NA,NA,NA,NA,1471.08333333333,114.67
"4533",2022-05-30,2022-05-30,1469.27,2022-05-30,NA,1469.27,114.525
"4534",2022-05-31,2022-05-31,1470.54,2022-05-31,114.38,1470.54,114.38
"4535",2022-06-01,2022-06-01,1453.51,2022-06-01,115.26,1453.51,115.26
"4536",2022-06-02,NA,NA,2022-06-02,116.88,1457.418,116.88
"4537",2022-06-03,NA,NA,2022-06-03,118.97,1461.326,118.97
"4538",2022-06-04,NA,NA,NA,NA,1465.234,118.783333333333
"4539",2022-06-05,NA,NA,NA,NA,1469.142,118.596666666667
"4540",2022-06-06,2022-06-06,1473.05,2022-06-06,118.41,1473.05,118.41
"4541",2022-06-07,2022-06-07,1477.44,2022-06-07,119.55,1477.44,119.55
"4542",2022-06-08,2022-06-08,1474.8,2022-06-08,121.94,1474.8,121.94
"4543",2022-06-09,2022-06-09,1477.37,2022-06-09,121.52,1477.37,121.52
"4544",2022-06-10,2022-06-10,1477.45,2022-06-10,120.73,1477.45,120.73
"4545",2022-06-11,NA,NA,NA,NA,1491.45666666667,120.793333333333
"4546",2022-06-12,NA,NA,NA,NA,1505.46333333333,120.856666666667
"4547",2022-06-13,2022-06-13,1519.47,2022-06-13,120.92,1519.47,120.92
"4548",2022-06-14,2022-06-14,1501.59,2022-06-14,118.92,1501.59,118.92
"4549",2022-06-15,2022-06-15,1509.57,2022-06-15,115.32,1509.57,115.32
"4550",2022-06-16,2022-06-16,1511.4,2022-06-16,117.56,1511.4,117.56
"4551",2022-06-17,2022-06-17,1503.74,2022-06-17,109.56,1503.74,109.56
"4552",2022-06-18,NA,NA,NA,NA,1503.36,109.7925
"4553",2022-06-19,NA,NA,NA,NA,1502.98,110.025
"4554",2022-06-20,2022-06-20,1502.6,2022-06-20,NA,1502.6,110.2575
"4555",2022-06-21,2022-06-21,1491.61,2022-06-21,110.49,1491.61,110.49
"4556",2022-06-22,2022-06-22,1494.37,2022-06-22,106.22,1494.37,106.22
"4557",2022-06-23,2022-06-23,1500.28,2022-06-23,105.75,1500.28,105.75
"4558",2022-06-24,2022-06-24,1484.94,2022-06-24,109.07,1484.94,109.07
"4559",2022-06-25,NA,NA,NA,NA,1488.56333333333,109.86
"4560",2022-06-26,NA,NA,NA,NA,1492.18666666667,110.65
"4561",2022-06-27,2022-06-27,1495.81,2022-06-27,111.44,1495.81,111.44
"4562",2022-06-28,2022-06-28,1488.82,2022-06-28,113.66,1488.82,113.66
"4563",2022-06-29,2022-06-29,1487.89,2022-06-29,111.65,1487.89,111.65
"4564",2022-06-30,2022-06-30,1495.13,2022-06-30,107.76,1495.13,107.76
"4565",2022-07-01,2022-07-01,1486.44,2022-07-01,110.3,1486.44,110.3
"4566",2022-07-02,NA,NA,NA,NA,1488.2,108.1125
"4567",2022-07-03,NA,NA,NA,NA,1489.96,105.925
"4568",2022-07-04,2022-07-04,1491.72,2022-07-04,NA,1491.72,103.7375
"4569",2022-07-05,2022-07-05,1498.37,2022-07-05,101.55,1498.37,101.55
"4570",2022-07-06,2022-07-06,1479.92,2022-07-06,100.31,1479.92,100.31
"4571",2022-07-07,2022-07-07,1455.96,2022-07-07,104.62,1455.96,104.62
"4572",2022-07-08,2022-07-08,1454.08,2022-07-08,106.78,1454.08,106.78
"4573",2022-07-09,NA,NA,NA,NA,1453.71666666667,106.55
"4574",2022-07-10,NA,NA,NA,NA,1453.35333333333,106.32
"4575",2022-07-11,2022-07-11,1452.99,2022-07-11,106.09,1452.99,106.09
"4576",2022-07-12,2022-07-12,1466.39,2022-07-12,97.69,1466.39,97.69
"4577",2022-07-13,2022-07-13,1454.7,2022-07-13,98.44,1454.7,98.44
"4578",2022-07-14,2022-07-14,1447.06,2022-07-14,97.79,1447.06,97.79
"4579",2022-07-15,2022-07-15,1439.85,2022-07-15,99.59,1439.85,99.59
"4580",2022-07-16,NA,NA,NA,NA,1440.57,101.22
"4581",2022-07-17,NA,NA,NA,NA,1441.29,102.85
"4582",2022-07-18,2022-07-18,1442.01,2022-07-18,104.48,1442.01,104.48
"4583",2022-07-19,2022-07-19,1426.37,2022-07-19,106.12,1426.37,106.12
"4584",2022-07-20,2022-07-20,1423.9,2022-07-20,104.45,1423.9,104.45
"4585",2022-07-21,2022-07-21,1413.5,2022-07-21,98.44,1413.5,98.44
"4586",2022-07-22,2022-07-22,1443.31,2022-07-22,97.71,1443.31,97.71
"4587",2022-07-23,NA,NA,NA,NA,1441.43666666667,98.4166666666667
"4588",2022-07-24,NA,NA,NA,NA,1439.56333333333,99.1233333333333
"4589",2022-07-25,2022-07-25,1437.69,2022-07-25,99.83,1437.69,99.83
"4590",2022-07-26,2022-07-26,1431.6,2022-07-26,97.74,1431.6,97.74
"4591",2022-07-27,2022-07-27,1427.95,2022-07-27,100.03,1427.95,100.03
"4592",2022-07-28,2022-07-28,1436.23,2022-07-28,99.11,1436.23,99.11
"4593",2022-07-29,2022-07-29,1447.4,2022-07-29,101.31,1447.4,101.31
"4594",2022-07-30,NA,NA,NA,NA,1446.02,99.7366666666667
"4595",2022-07-31,NA,NA,NA,NA,1444.64,98.1633333333333
"4596",2022-08-01,2022-08-01,1443.26,2022-08-01,96.59,1443.26,96.59
"4597",2022-08-02,2022-08-02,1452.36,2022-08-02,97.14,1452.36,97.14
"4598",2022-08-03,2022-08-03,1450.03,2022-08-03,93.25,1450.03,93.25
"4599",2022-08-04,2022-08-04,1460.9,2022-08-04,91.29,1460.9,91.29
"4600",2022-08-05,2022-08-05,1472.82,2022-08-05,91.77,1472.82,91.77
"4601",2022-08-06,NA,NA,NA,NA,1471.85333333333,92.3533333333333
"4602",2022-08-07,NA,NA,NA,NA,1470.88666666667,92.9366666666667
"4603",2022-08-08,2022-08-08,1469.92,2022-08-08,93.52,1469.92,93.52
"4604",2022-08-09,2022-08-09,1477.42,2022-08-09,93.18,1477.42,93.18
"4605",2022-08-10,2022-08-10,1482.15,2022-08-10,94.68,1482.15,94.68
"4606",2022-08-11,2022-08-11,1464.15,2022-08-11,97.02,1464.15,97.02
"4607",2022-08-12,2022-08-12,1472.61,2022-08-12,94.86,1472.61,94.86
"4608",2022-08-13,NA,NA,NA,NA,1474.43,93.9866666666667
"4609",2022-08-14,NA,NA,NA,NA,1476.25,93.1133333333333
"4610",2022-08-15,2022-08-15,1478.07,2022-08-15,92.24,1478.07,92.24
"4611",2022-08-16,2022-08-16,1476.16,2022-08-16,89.23,1476.16,89.23
"4612",2022-08-17,2022-08-17,1465.92,2022-08-17,90.85,1465.92,90.85
"4613",2022-08-18,2022-08-18,1466.15,2022-08-18,93.2,1466.15,93.2
"4614",2022-08-19,2022-08-19,1476.12,2022-08-19,93.55,1476.12,93.55
"4615",2022-08-20,NA,NA,NA,NA,1473.19333333333,93.5066666666667
"4616",2022-08-21,NA,NA,NA,NA,1470.26666666667,93.4633333333333
"4617",2022-08-22,2022-08-22,1467.34,2022-08-22,93.42,1467.34,93.42
"4618",2022-08-23,2022-08-23,1479.05,2022-08-23,96.46,1479.05,96.46
"4619",2022-08-24,2022-08-24,1483.59,2022-08-24,95.52,1483.59,95.52
"4620",2022-08-25,2022-08-25,1489.23,2022-08-25,93.33,1489.23,93.33
"4621",2022-08-26,2022-08-26,1480.52,2022-08-26,93.63,1480.52,93.63
"4622",2022-08-27,NA,NA,NA,NA,1479.3425,94.8866666666667
"4623",2022-08-28,NA,NA,NA,NA,1478.165,96.1433333333333
"4624",2022-08-29,NA,NA,2022-08-29,97.4,1476.9875,97.4
"4625",2022-08-30,2022-08-30,1475.81,2022-08-30,92.08,1475.81,92.08
"4626",2022-08-31,2022-08-31,1472.15,2022-08-31,90.09,1472.15,90.09
"4627",2022-09-01,2022-09-01,1471.08,2022-09-01,87.09,1471.08,87.09
"4628",2022-09-02,2022-09-02,1476.3,2022-09-02,87.29,1476.3,87.29
"4629",2022-09-03,NA,NA,NA,NA,1480.38,87.305
"4630",2022-09-04,NA,NA,NA,NA,1484.46,87.32
"4631",2022-09-05,2022-09-05,1488.54,2022-09-05,NA,1488.54,87.335
"4632",2022-09-06,2022-09-06,1477.89,2022-09-06,87.35,1477.89,87.35
"4633",2022-09-07,2022-09-07,1486.63,2022-09-07,82.5,1486.63,82.5
"4634",2022-09-08,2022-09-08,1498.17,2022-09-08,84.04,1498.17,84.04
"4635",2022-09-09,2022-09-09,1485.87,2022-09-09,87.27,1485.87,87.27
"4636",2022-09-10,NA,NA,NA,NA,1483.32333333333,87.5733333333333
"4637",2022-09-11,NA,NA,NA,NA,1480.77666666667,87.8766666666667
"4638",2022-09-12,2022-09-12,1478.23,2022-09-12,88.18,1478.23,88.18
"4639",2022-09-13,2022-09-13,1474.38,2022-09-13,87.84,1474.38,87.84
"4640",2022-09-14,2022-09-14,1473.79,2022-09-14,88.88,1473.79,88.88
"4641",2022-09-15,2022-09-15,1467.23,2022-09-15,85.72,1467.23,85.72
"4642",2022-09-16,2022-09-16,1461.75,2022-09-16,85.57,1461.75,85.57
"4643",2022-09-17,NA,NA,NA,NA,1461,85.7633333333333
"4644",2022-09-18,NA,NA,NA,NA,1460.25,85.9566666666667
"4645",2022-09-19,NA,NA,2022-09-19,86.15,1459.5,86.15
"4646",2022-09-20,2022-09-20,1458.75,2022-09-20,84.69,1458.75,84.69
"4647",2022-09-21,2022-09-21,1476.03,2022-09-21,83.38,1476.03,83.38
"4648",2022-09-22,2022-09-22,1478.08,2022-09-22,84.02,1478.08,84.02
"4649",2022-09-23,2022-09-23,1484.34,2022-09-23,79.07,1484.34,79.07
"4650",2022-09-24,NA,NA,NA,NA,1499.63666666667,78.4366666666667
"4651",2022-09-25,NA,NA,NA,NA,1514.93333333333,77.8033333333333
"4652",2022-09-26,2022-09-26,1530.23,2022-09-26,77.17,1530.23,77.17
"4653",2022-09-27,2022-09-27,1512.77,2022-09-27,78.91,1512.77,78.91
"4654",2022-09-28,2022-09-28,1517.06,2022-09-28,82.61,1517.06,82.61
"4655",2022-09-29,2022-09-29,1519.15,2022-09-29,81.78,1519.15,81.78
"4656",2022-09-30,2022-09-30,1495.94,2022-09-30,79.91,1495.94,79.91
"4657",2022-10-01,NA,NA,NA,NA,1491.54666666667,81.29
"4658",2022-10-02,NA,NA,NA,NA,1487.15333333333,82.67
"4659",2022-10-03,2022-10-03,1482.76,2022-10-03,84.05,1482.76,84.05
"4660",2022-10-04,2022-10-04,1508.32,2022-10-04,86.87,1508.32,86.87
"4661",2022-10-05,2022-10-05,1500.87,2022-10-05,88.22,1500.87,88.22
"4662",2022-10-06,2022-10-06,1518.15,2022-10-06,88.9,1518.15,88.9
"4663",2022-10-07,2022-10-07,1526.83,2022-10-07,93.07,1526.83,93.07
"4664",2022-10-08,NA,NA,NA,NA,1523.86333333333,92.58
"4665",2022-10-09,NA,NA,NA,NA,1520.89666666667,92.09
"4666",2022-10-10,2022-10-10,1517.93,2022-10-10,91.6,1517.93,91.6
"4667",2022-10-11,2022-10-11,1505.72,2022-10-11,89.75,1505.72,89.75
"4668",2022-10-12,2022-10-12,1510.76,2022-10-12,87.83,1510.76,87.83
"4669",2022-10-13,2022-10-13,1502.39,2022-10-13,89.59,1502.39,89.59
"4670",2022-10-14,2022-10-14,1472.09,2022-10-14,86.1,1472.09,86.1
"4671",2022-10-15,NA,NA,NA,NA,1471.11,86.0666666666667
"4672",2022-10-16,NA,NA,NA,NA,1470.13,86.0333333333333
"4673",2022-10-17,2022-10-17,1469.15,2022-10-17,86,1469.15,86
"4674",2022-10-18,2022-10-18,1458.94,2022-10-18,83.29,1458.94,83.29
"4675",2022-10-19,2022-10-19,1456.78,2022-10-19,86,1456.78,86
"4676",2022-10-20,2022-10-20,1459.92,2022-10-20,86.02,1459.92,86.02
"4677",2022-10-21,2022-10-21,1458.2,2022-10-21,85.47,1458.2,85.47
"4678",2022-10-22,NA,NA,NA,NA,1457.36666666667,85.6866666666667
"4679",2022-10-23,NA,NA,NA,NA,1456.53333333333,85.9033333333333
"4680",2022-10-24,2022-10-24,1455.7,2022-10-24,86.12,1455.7,86.12
"4681",2022-10-25,2022-10-25,1450.47,2022-10-25,86.93,1450.47,86.93
"4682",2022-10-26,2022-10-26,1443.24,2022-10-26,89.39,1443.24,89.39
"4683",2022-10-27,2022-10-27,1438.42,2022-10-27,89.06,1438.42,89.06
"4684",2022-10-28,2022-10-28,1430.39,2022-10-28,87.85,1430.39,87.85
"4685",2022-10-29,NA,NA,NA,NA,1426.84,87.4133333333333
"4686",2022-10-30,NA,NA,NA,NA,1423.29,86.9766666666667
"4687",2022-10-31,2022-10-31,1419.74,2022-10-31,86.54,1419.74,86.54
"4688",2022-11-01,2022-11-01,1431.6,2022-11-01,88.36,1431.6,88.36
"4689",2022-11-02,2022-11-02,1440.95,2022-11-02,90.06,1440.95,90.06
"4690",2022-11-03,2022-11-03,1441.73,2022-11-03,88.14,1441.73,88.14
"4691",2022-11-04,2022-11-04,1468.59,2022-11-04,92.58,1468.59,92.58
"4692",2022-11-05,NA,NA,NA,NA,1467.91,92.32
"4693",2022-11-06,NA,NA,NA,NA,1467.23,92.06
"4694",2022-11-07,2022-11-07,1466.55,2022-11-07,91.8,1466.55,91.8
"4695",2022-11-08,2022-11-08,1455.77,2022-11-08,88.8,1455.77,88.8
"4696",2022-11-09,2022-11-09,1491.84,2022-11-09,85.79,1491.84,85.79
"4697",2022-11-10,2022-11-10,1498.93,2022-11-10,86.52,1498.93,86.52
"4698",2022-11-11,2022-11-11,1501.98,2022-11-11,89.14,1501.98,89.14
"4699",2022-11-12,NA,NA,NA,NA,1498.47333333333,88.0433333333333
"4700",2022-11-13,NA,NA,NA,NA,1494.96666666667,86.9466666666667
"4701",2022-11-14,2022-11-14,1491.46,2022-11-14,85.85,1491.46,85.85
"4702",2022-11-15,2022-11-15,1497.83,2022-11-15,86.87,1497.83,86.87
"4703",2022-11-16,2022-11-16,1494.86,2022-11-16,85.62,1494.86,85.62
"4704",2022-11-17,2022-11-17,1484.87,2022-11-17,81.69,1484.87,81.69
"4705",2022-11-18,2022-11-18,1481.15,2022-11-18,80.07,1481.15,80.07
"4706",2022-11-19,NA,NA,NA,NA,1478.77,79.96
"4707",2022-11-20,NA,NA,NA,NA,1476.39,79.85
"4708",2022-11-21,2022-11-21,1474.01,2022-11-21,79.74,1474.01,79.74
"4709",2022-11-22,2022-11-22,1473.59,2022-11-22,80.83,1473.59,80.83
"4710",2022-11-23,2022-11-23,1457.51,2022-11-23,77.93,1457.51,77.93
"4711",2022-11-24,2022-11-24,1451.42,2022-11-24,NA,1451.42,77.19
"4712",2022-11-25,2022-11-25,1447.2,2022-11-25,76.45,1447.2,76.45
"4713",2022-11-26,NA,NA,NA,NA,1450.42,76.6666666666667
"4714",2022-11-27,NA,NA,NA,NA,1453.64,76.8833333333333
"4715",2022-11-28,2022-11-28,1456.86,2022-11-28,77.1,1456.86,77.1
"4716",2022-11-29,2022-11-29,1460.63,2022-11-29,77.96,1460.63,77.96
"4717",2022-11-30,2022-11-30,1465.08,2022-11-30,80.48,1465.08,80.48
"4718",2022-12-01,2022-12-01,1465.32,2022-12-01,81.06,1465.32,81.06
"4719",2022-12-02,2022-12-02,1467.97,2022-12-02,79.86,1467.97,79.86
"4720",2022-12-03,NA,NA,NA,NA,1467.01,78.85
"4721",2022-12-04,NA,NA,NA,NA,1466.05,77.84
"4722",2022-12-05,2022-12-05,1465.09,2022-12-05,76.83,1465.09,76.83
"4723",2022-12-06,2022-12-06,1456.28,2022-12-06,74.21,1456.28,74.21
"4724",2022-12-07,2022-12-07,1458.06,2022-12-07,71.93,1458.06,71.93
"4725",2022-12-08,2022-12-08,1464.82,2022-12-08,71.3,1464.82,71.3
"4726",2022-12-09,2022-12-09,1464.34,2022-12-09,71.05,1464.34,71.05
"4727",2022-12-10,NA,NA,NA,NA,1462.49333333333,71.6866666666667
"4728",2022-12-11,NA,NA,NA,NA,1460.64666666667,72.3233333333333
"4729",2022-12-12,2022-12-12,1458.8,2022-12-12,72.96,1458.8,72.96
"4730",2022-12-13,2022-12-13,1453.29,2022-12-13,75.44,1453.29,75.44
"4731",2022-12-14,2022-12-14,1458.31,2022-12-14,77.14,1458.31,77.14
"4732",2022-12-15,2022-12-15,1439.76,2022-12-15,75.89,1439.76,75.89
"4733",2022-12-16,2022-12-16,1464.17,2022-12-16,74.19,1464.17,74.19
"4734",2022-12-17,NA,NA,NA,NA,1466.43666666667,74.4766666666667
"4735",2022-12-18,NA,NA,NA,NA,1468.70333333333,74.7633333333333
"4736",2022-12-19,2022-12-19,1470.97,2022-12-19,75.05,1470.97,75.05
"4737",2022-12-20,2022-12-20,1486.63,2022-12-20,75.92,1486.63,75.92
"4738",2022-12-21,2022-12-21,1493.24,2022-12-21,78.17,1493.24,78.17
"4739",2022-12-22,2022-12-22,1501.35,2022-12-22,77.68,1501.35,77.68
"4740",2022-12-23,2022-12-23,1489.15,2022-12-23,79.57,1489.15,79.57
"4741",2022-12-24,NA,NA,NA,NA,1490.704,79.54
"4742",2022-12-25,NA,NA,NA,NA,1492.258,79.51
"4743",2022-12-26,NA,NA,2022-12-26,NA,1493.812,79.48
"4744",2022-12-27,NA,NA,2022-12-27,79.45,1495.366,79.45
"4745",2022-12-28,2022-12-28,1496.92,2022-12-28,78.89,1496.92,78.89
"4746",2022-12-29,2022-12-29,1500.83,2022-12-29,78.43,1500.83,78.43
"4747",2022-12-30,2022-12-30,1505.16,2022-12-30,80.16,1505.16,80.16
"4748",2022-12-31,NA,NA,NA,NA,1513.91,79.3375
"4749",2023-01-01,NA,NA,NA,NA,1522.66,78.515
"4750",2023-01-02,NA,NA,2023-01-02,NA,1531.41,77.6925
"4751",2023-01-03,2023-01-03,1540.16,2023-01-03,76.87,1540.16,76.87
"4752",2023-01-04,2023-01-04,1539.35,2023-01-04,72.82,1539.35,72.82
"4753",2023-01-05,2023-01-05,1539.04,2023-01-05,73.61,1539.04,73.61
"4754",2023-01-06,2023-01-06,1547.4,2023-01-06,73.77,1547.4,73.77
"4755",2023-01-07,NA,NA,NA,NA,1546.27,74.0766666666667
"4756",2023-01-08,NA,NA,NA,NA,1545.14,74.3833333333333
"4757",2023-01-09,2023-01-09,1544.01,2023-01-09,74.69,1544.01,74.69
"4758",2023-01-10,2023-01-10,1540.48,2023-01-10,75.11,1540.48,75.11
"4759",2023-01-11,2023-01-11,1553.56,2023-01-11,77.46,1553.56,77.46
"4760",2023-01-12,2023-01-12,1549.41,2023-01-12,78.32,1549.41,78.32
"4761",2023-01-13,2023-01-13,1556.56,2023-01-13,79.9,1556.56,79.9
"4762",2023-01-14,NA,NA,NA,NA,1560.14666666667,79.9875
"4763",2023-01-15,NA,NA,NA,NA,1563.73333333333,80.075
"4764",2023-01-16,2023-01-16,1567.32,2023-01-16,NA,1567.32,80.1625
"4765",2023-01-17,2023-01-17,1561.87,2023-01-17,80.25,1561.87,80.25
"4766",2023-01-18,2023-01-18,1548.74,2023-01-18,79.53,1548.74,79.53
"4767",2023-01-19,2023-01-19,1546.6,2023-01-19,80.31,1546.6,80.31
"4768",2023-01-20,2023-01-20,1560.55,2023-01-20,81.27,1560.55,81.27
"4769",2023-01-21,NA,NA,NA,NA,1559.04,81.3866666666667
"4770",2023-01-22,NA,NA,NA,NA,1557.53,81.5033333333333
"4771",2023-01-23,2023-01-23,1556.02,2023-01-23,81.62,1556.02,81.62
"4772",2023-01-24,2023-01-24,1573.6,2023-01-24,79.86,1573.6,79.86
"4773",2023-01-25,2023-01-25,1565.52,2023-01-25,79.78,1565.52,79.78
"4774",2023-01-26,2023-01-26,1562.52,2023-01-26,80.64,1562.52,80.64
"4775",2023-01-27,2023-01-27,1558.03,2023-01-27,79.73,1558.03,79.73
"4776",2023-01-28,NA,NA,NA,NA,1556.02,79.1433333333333
"4777",2023-01-29,NA,NA,NA,NA,1554.01,78.5566666666667
"4778",2023-01-30,2023-01-30,1552,2023-01-30,77.97,1552,77.97
"4779",2023-01-31,2023-01-31,1546.83,2023-01-31,78.95,1546.83,78.95
"4780",2023-02-01,2023-02-01,1563.39,2023-02-01,76.34,1563.39,76.34
"4781",2023-02-02,2023-02-02,1586.21,2023-02-02,75.87,1586.21,75.87
"4782",2023-02-03,2023-02-03,1559.71,2023-02-03,73.4,1559.71,73.4
"4783",2023-02-04,NA,NA,NA,NA,1558.70333333333,73.6366666666667
"4784",2023-02-05,NA,NA,NA,NA,1557.69666666667,73.8733333333333
"4785",2023-02-06,2023-02-06,1556.69,2023-02-06,74.11,1556.69,74.11
"4786",2023-02-07,2023-02-07,1561.81,2023-02-07,77.17,1561.81,77.17
"4787",2023-02-08,2023-02-08,1555.76,2023-02-08,78.47,1555.76,78.47
"4788",2023-02-09,2023-02-09,1549.72,2023-02-09,78.04,1549.72,78.04
"4789",2023-02-10,2023-02-10,1540.49,2023-02-10,79.74,1540.49,79.74
"4790",2023-02-11,NA,NA,NA,NA,1541.67333333333,79.8733333333333
"4791",2023-02-12,NA,NA,NA,NA,1542.85666666667,80.0066666666667
"4792",2023-02-13,2023-02-13,1544.04,2023-02-13,80.14,1544.04,80.14
"4793",2023-02-14,2023-02-14,1525.8,2023-02-14,79.08,1525.8,79.08
"4794",2023-02-15,2023-02-15,1518.65,2023-02-15,78.57,1518.65,78.57
"4795",2023-02-16,2023-02-16,1522.94,2023-02-16,78.45,1522.94,78.45
"4796",2023-02-17,2023-02-17,1527.65,2023-02-17,76.31,1527.65,76.31
"4797",2023-02-18,NA,NA,NA,NA,1529.52333333333,76.3025
"4798",2023-02-19,NA,NA,NA,NA,1531.39666666667,76.295
"4799",2023-02-20,2023-02-20,1533.27,2023-02-20,NA,1533.27,76.2875
"4800",2023-02-21,2023-02-21,1516.42,2023-02-21,76.28,1516.42,76.28
"4801",2023-02-22,2023-02-22,1518.46,2023-02-22,73.95,1518.46,73.95
"4802",2023-02-23,2023-02-23,1518.01,2023-02-23,75.26,1518.01,75.26
"4803",2023-02-24,2023-02-24,1517.29,2023-02-24,76.19,1517.29,76.19
"4804",2023-02-25,NA,NA,NA,NA,1515.52666666667,75.9833333333333
"4805",2023-02-26,NA,NA,NA,NA,1513.76333333333,75.7766666666667
"4806",2023-02-27,2023-02-27,1512,2023-02-27,75.57,1512,75.57
"4807",2023-02-28,2023-02-28,1498.66,2023-02-28,76.88,1498.66,76.88
"4808",2023-03-01,2023-03-01,1521.81,2023-03-01,77.57,1521.81,77.57
"4809",2023-03-02,2023-03-02,1529.33,2023-03-02,78.05,1529.33,78.05
"4810",2023-03-03,2023-03-03,1538.45,2023-03-03,79.62,1538.45,79.62
"4811",2023-03-04,NA,NA,NA,NA,1538.92333333333,79.8766666666667
"4812",2023-03-05,NA,NA,NA,NA,1539.39666666667,80.1333333333333
"4813",2023-03-06,2023-03-06,1539.87,2023-03-06,80.39,1539.87,80.39
"4814",2023-03-07,2023-03-07,1535.63,2023-03-07,77.45,1535.63,77.45
"4815",2023-03-08,2023-03-08,1531.74,2023-03-08,76.56,1531.74,76.56
"4816",2023-03-09,2023-03-09,1530.52,2023-03-09,75.6,1530.52,75.6
"4817",2023-03-10,2023-03-10,1530.35,2023-03-10,76.55,1530.35,76.55
"4818",2023-03-11,NA,NA,NA,NA,1540.69666666667,75.9266666666667
"4819",2023-03-12,NA,NA,NA,NA,1551.04333333333,75.3033333333333
"4820",2023-03-13,2023-03-13,1561.39,2023-03-13,74.68,1561.39,74.68
"4821",2023-03-14,2023-03-14,1563.75,2023-03-14,71.18,1563.75,71.18
"4822",2023-03-15,2023-03-15,1574.74,2023-03-15,67.38,1574.74,67.38
"4823",2023-03-16,2023-03-16,1593.87,2023-03-16,68.15,1593.87,68.15
"4824",2023-03-17,2023-03-17,1591.64,2023-03-17,66.61,1591.64,66.61
"4825",2023-03-18,NA,NA,NA,NA,1602.56333333333,66.9266666666667
"4826",2023-03-19,NA,NA,NA,NA,1613.48666666667,67.2433333333333
"4827",2023-03-20,2023-03-20,1624.41,2023-03-20,67.56,1624.41,67.56
"4828",2023-03-21,2023-03-21,1604.8,2023-03-21,69.4,1604.8,69.4
"4829",2023-03-22,2023-03-22,1580.67,2023-03-22,70.71,1580.67,70.71
"4830",2023-03-23,2023-03-23,1609.33,2023-03-23,69.77,1609.33,69.77
"4831",2023-03-24,2023-03-24,1634.85,2023-03-24,69.22,1634.85,69.22
"4832",2023-03-25,NA,NA,NA,NA,1622.95666666667,70.4366666666667
